id,date,count
11,2011-06-22,141
11,2011-06-23,154
11,2011-06-24,151
11,2011-06-25,165
11,2011-06-26,7
11,2011-06-27,97
11,2011-06-28,25
11,2011-06-29,94
11,2011-06-30,95
11,2011-07-01,108
11,2011-07-02,1
11,2011-07-03,78
11,2011-07-04,105
11,2011-07-05,96
11,2011-07-06,66
11,2011-07-07,1
11,2011-07-08,134
11,2011-07-09,2
11,2011-07-10,95
11,2011-07-11,123
11,2011-07-12,41
11,2011-07-13,3
11,2011-07-14,6
11,2011-07-15,108
11,2011-07-16,94
11,2011-07-17,3
11,2011-07-18,110
11,2011-07-19,114
11,2011-07-20,1
11,2011-07-21,151
11,2011-07-22,277
11,2011-07-23,205
11,2011-07-24,151
11,2011-07-25,318
11,2011-07-26,265
11,2011-07-27,217
11,2011-07-28,3
11,2011-07-29,127
11,2011-07-30,1
11,2011-07-31,10
11,2011-08-01,6
11,2011-08-02,35
11,2011-08-03,24
11,2011-08-04,71
11,2011-08-05,76
11,2011-08-06,2
11,2011-08-07,11
11,2011-08-08,70
11,2011-08-09,130
11,2011-08-10,43
11,2011-08-15,5
11,2011-08-16,133
11,2011-08-17,143
11,2011-08-18,99
11,2011-08-19,128
11,2011-08-20,88
11,2011-08-21,98
11,2011-08-22,280
11,2011-08-23,255
11,2011-08-24,193
11,2011-08-25,152
11,2011-08-26,157
11,2011-08-27,121
11,2011-08-28,101
11,2011-08-29,118
11,2011-08-30,147
11,2011-08-31,151
11,2011-09-01,179
11,2011-09-02,140
11,2011-09-03,95
11,2011-09-04,121
11,2011-09-05,153
11,2011-09-06,131
11,2011-09-07,144
11,2011-09-08,133
11,2011-09-09,132
11,2011-09-10,106
11,2011-09-11,110
11,2011-09-12,114
11,2011-09-13,119
11,2011-09-14,127
11,2011-09-15,133
11,2011-09-16,145
11,2011-09-17,125
11,2011-09-18,130
11,2011-09-19,139
11,2011-09-20,147
11,2011-09-21,136
11,2011-09-22,152
11,2011-09-23,148
11,2011-09-24,54
11,2011-09-25,133
11,2011-09-26,183
11,2011-09-27,141
11,2011-09-28,173
11,2011-09-29,116
11,2011-09-30,176
11,2011-10-01,109
11,2011-10-02,134
11,2011-10-03,118
11,2011-10-04,169
11,2011-10-05,252
11,2011-10-06,142
11,2011-10-07,171
11,2011-10-08,153
11,2011-10-09,168
11,2011-10-10,201
11,2011-10-11,108
11,2011-10-13,11
11,2011-10-14,14
11,2011-10-16,3
11,2011-10-17,32
11,2011-10-19,2
11,2011-10-20,10
11,2011-10-22,94
11,2011-10-23,136
11,2011-10-24,163
11,2011-10-25,161
11,2011-10-26,171
11,2011-10-27,130
11,2011-10-28,145
11,2011-10-29,120
11,2011-10-30,140
11,2011-10-31,156
11,2011-11-01,9
11,2011-11-02,12
11,2011-11-03,12
11,2011-11-04,8
11,2011-11-05,10
11,2011-11-06,29
11,2011-11-07,11
11,2011-11-08,11
11,2011-11-09,15
11,2011-11-10,20
11,2011-11-11,17
11,2011-11-12,17
11,2011-11-13,6
11,2011-11-14,16
11,2011-11-15,21
11,2011-11-16,17
11,2011-11-17,18
11,2011-11-18,22
11,2011-11-19,15
11,2011-11-20,15
11,2011-11-21,26
11,2011-11-22,23
11,2011-11-23,33
11,2011-11-24,18
11,2011-11-25,15
11,2011-11-26,16
11,2011-11-27,16
11,2011-11-28,29
11,2011-11-29,18
11,2011-11-30,20
11,2011-12-01,16
11,2011-12-02,26
11,2011-12-03,27
11,2011-12-04,13
11,2011-12-05,26
11,2011-12-06,28
11,2011-12-07,32
11,2011-12-08,60
11,2011-12-09,45
11,2011-12-10,34
11,2011-12-11,33
11,2011-12-12,95
11,2011-12-13,791
11,2011-12-14,194
11,2011-12-15,70
11,2011-12-16,54
11,2011-12-17,34
11,2011-12-18,37
11,2011-12-19,48
11,2011-12-20,38
11,2011-12-21,47
11,2011-12-22,37
11,2011-12-23,21
11,2011-12-24,20
11,2011-12-25,8
11,2011-12-26,23
11,2011-12-27,32
11,2011-12-28,25
11,2011-12-29,24
11,2011-12-30,23
11,2011-12-31,23
11,2012-01-01,19
11,2012-01-02,24
11,2012-01-03,27
11,2012-01-04,36
11,2012-01-05,20
11,2012-01-06,31
11,2012-01-07,26
11,2012-01-08,21
11,2012-01-09,54
11,2012-01-10,33
11,2012-01-11,38
11,2012-01-12,23
11,2012-01-13,39
11,2012-01-14,23
11,2012-01-15,19
11,2012-01-16,28
11,2012-01-17,21
11,2012-01-18,26
11,2012-01-19,18
11,2012-01-20,19
11,2012-01-21,16
11,2012-01-22,28
11,2012-01-23,21
11,2012-01-24,20
11,2012-01-25,26
11,2012-01-26,31
11,2012-01-27,25
11,2012-01-28,30
11,2012-01-29,26
11,2012-01-30,24
11,2012-01-31,10
11,2012-02-01,17
11,2012-02-02,32
11,2012-02-03,14
11,2012-02-04,20
11,2012-02-05,22
11,2012-02-06,18
11,2012-02-07,31
11,2012-02-08,32
11,2012-02-09,24
11,2012-02-10,19
11,2012-02-11,24
11,2012-02-12,19
11,2012-02-13,20
11,2012-02-14,29
11,2012-02-15,41
11,2012-02-16,28
11,2012-02-17,12
11,2012-02-18,31
11,2012-02-19,27
11,2012-02-20,17
11,2012-02-21,21
11,2012-02-22,29
11,2012-02-23,29
11,2012-02-24,39
11,2012-02-25,28
11,2012-02-26,28
11,2012-02-27,25
11,2012-02-28,21
11,2012-02-29,29
11,2012-03-01,16
11,2012-03-02,39
11,2012-03-03,24
11,2012-03-04,20
11,2012-03-05,22
11,2012-03-06,28
11,2012-03-07,77
11,2012-03-08,41
11,2012-03-09,29
11,2012-03-10,18
11,2012-03-11,25
11,2012-03-12,20
11,2012-03-13,25
11,2012-03-14,23
11,2012-03-15,30
11,2012-03-16,22
11,2012-03-17,15
11,2012-03-18,17
11,2012-03-19,20
11,2012-03-20,33
11,2012-03-21,29
11,2012-03-22,34
11,2012-03-23,20
11,2012-03-24,21
11,2012-03-25,25
11,2012-03-26,37
11,2012-03-27,37
11,2012-03-28,30
11,2012-03-29,32
11,2012-03-30,26
11,2012-03-31,24
11,2012-04-01,15
11,2012-04-02,17
11,2012-04-03,230
11,2012-04-04,279
11,2012-04-05,326
11,2012-04-06,273
11,2012-04-07,260
11,2012-04-08,264
11,2012-04-09,292
11,2012-04-10,306
11,2012-04-11,306
11,2012-04-12,295
11,2012-04-13,322
11,2012-04-14,265
11,2012-04-15,218
11,2012-04-16,277
11,2012-04-17,277
11,2012-04-18,332
11,2012-04-19,293
11,2012-04-20,278
11,2012-04-21,241
11,2012-04-22,231
11,2012-04-23,273
11,2012-04-24,275
11,2012-04-25,289
11,2012-04-26,372
11,2012-04-27,325
11,2012-04-28,295
11,2012-04-29,261
11,2012-04-30,316
11,2012-05-01,376
11,2012-05-02,246
11,2012-05-03,254
11,2012-05-04,292
11,2012-05-05,225
11,2012-05-06,228
11,2012-05-07,309
11,2012-05-08,327
11,2012-05-09,245
11,2012-05-10,257
11,2012-05-11,309
11,2012-05-12,218
11,2012-05-13,270
11,2012-05-14,260
11,2012-05-15,284
11,2012-05-16,318
11,2012-05-17,313
11,2012-05-18,296
11,2012-05-19,225
11,2012-05-20,301
11,2012-05-21,226
11,2012-05-22,283
11,2012-05-23,264
11,2012-05-24,287
11,2012-05-25,264
11,2012-05-26,231
11,2012-05-27,203
11,2012-05-28,249
11,2012-05-29,291
11,2012-05-30,265
11,2012-05-31,203
11,2012-06-01,162
11,2012-06-02,130
11,2012-06-03,107
11,2012-06-04,112
11,2012-06-05,180
11,2012-06-06,279
11,2012-06-07,258
11,2012-06-08,240
11,2012-06-09,210
11,2012-06-10,227
11,2012-06-11,271
11,2012-06-12,259
11,2012-06-13,287
11,2012-06-14,138
11,2012-06-15,122
11,2012-06-16,109
11,2012-06-17,103
11,2012-06-18,208
11,2012-06-19,138
11,2012-06-20,248
11,2012-06-21,206
11,2012-06-22,105
11,2012-06-23,128
11,2012-06-24,130
11,2012-06-25,131
11,2012-06-26,206
11,2012-06-27,377
11,2012-06-28,526
11,2012-06-29,459
11,2012-06-30,352
11,2012-07-01,591
11,2012-07-02,2475
11,2012-07-03,4790
11,2012-07-04,50335
11,2012-07-05,16761
11,2012-07-06,6232
11,2012-07-07,3014
11,2012-07-08,2197
11,2012-07-09,2358
11,2012-07-10,1872
11,2012-07-11,1553
11,2012-07-12,1262
11,2012-07-13,1030
11,2012-07-14,816
11,2012-07-15,815
11,2012-07-16,737
11,2012-07-17,671
11,2012-07-18,581
11,2012-07-19,582
11,2012-07-20,600
11,2012-07-21,413
11,2012-07-22,412
11,2012-07-23,463
11,2012-07-24,498
11,2012-07-25,461
11,2012-07-26,462
11,2012-07-27,574
11,2012-07-28,356
11,2012-07-29,328
11,2012-07-30,375
11,2012-07-31,407
11,2012-08-01,721
11,2012-08-02,571
11,2012-08-03,508
11,2012-08-04,453
11,2012-08-05,356
11,2012-08-06,770
11,2012-08-07,445
11,2012-08-08,353
11,2012-08-09,405
11,2012-08-10,399
11,2012-08-11,287
11,2012-08-12,368
11,2012-08-13,333
11,2012-08-14,174
11,2012-08-15,160
11,2012-08-16,453
11,2012-08-17,368
11,2012-08-18,304
11,2012-08-19,306
11,2012-08-20,215
11,2012-08-21,254
11,2012-08-22,372
11,2012-08-23,384
11,2012-08-24,555
11,2012-08-25,334
11,2012-08-26,294
11,2012-08-27,436
11,2012-08-28,357
11,2012-08-29,536
11,2012-08-30,445
11,2012-08-31,384
11,2012-09-01,293
11,2012-09-02,313
11,2012-09-03,401
11,2012-09-04,358
11,2012-09-05,330
11,2012-09-06,396
11,2012-09-07,320
11,2012-09-08,288
11,2012-09-09,267
11,2012-09-10,436
11,2012-09-11,438
11,2012-09-12,445
11,2012-09-13,351
11,2012-09-14,307
11,2012-09-15,245
11,2012-09-16,274
11,2012-09-17,342
11,2012-09-18,240
11,2012-09-19,199
11,2012-09-20,67
11,2012-09-21,154
11,2012-09-22,74
11,2012-09-23,55
11,2012-09-24,24
11,2012-09-25,84
11,2012-09-26,87
11,2012-09-27,66
11,2012-09-28,120
11,2012-09-29,82
11,2012-09-30,64
11,2012-10-01,148
11,2012-10-02,168
11,2012-10-03,163
11,2012-10-04,203
11,2012-10-05,188
11,2012-10-06,220
11,2012-10-07,119
11,2012-10-08,208
11,2012-10-09,329
11,2012-10-10,388
11,2012-10-11,205
11,2012-10-12,299
11,2012-10-13,239
11,2012-10-14,343
11,2012-10-15,210
11,2012-10-16,182
11,2012-10-17,179
11,2012-10-18,315
11,2012-10-19,192
11,2012-10-20,232
11,2012-10-21,155
11,2012-10-22,174
11,2012-10-23,244
11,2012-10-24,248
11,2012-10-25,198
11,2012-10-26,203
11,2012-10-27,255
11,2012-10-28,318
11,2012-10-29,377
11,2012-10-30,409
11,2012-10-31,377
11,2012-11-01,350
11,2012-11-02,399
11,2012-11-03,303
11,2012-11-04,343
11,2012-11-05,388
11,2012-11-06,780
11,2012-11-07,539
11,2012-11-08,410
11,2012-11-09,396
11,2012-11-10,321
11,2012-11-11,345
11,2012-11-12,398
11,2012-11-13,450
11,2012-11-14,421
11,2012-11-15,638
11,2012-11-16,413
11,2012-11-17,432
11,2012-11-18,340
11,2012-11-19,373
11,2012-11-20,431
11,2012-11-21,409
11,2012-11-22,517
11,2012-11-23,375
11,2012-11-24,541
11,2012-11-25,329
11,2012-11-26,351
11,2012-11-27,266
11,2012-11-28,339
11,2012-11-29,557
11,2012-11-30,303
11,2012-12-01,193
11,2012-12-02,136
11,2012-12-03,532
11,2012-12-04,307
11,2012-12-05,927
11,2012-12-06,397
11,2012-12-07,568
11,2012-12-08,570
11,2012-12-09,462
11,2012-12-10,609
11,2012-12-11,497
11,2012-12-12,735
11,2012-12-13,880
11,2012-12-14,1099
11,2012-12-15,707
11,2012-12-16,460
11,2012-12-17,879
11,2012-12-18,794
11,2012-12-19,468
11,2012-12-20,567
11,2012-12-21,578
11,2012-12-22,369
11,2012-12-23,381
11,2012-12-24,369
11,2012-12-25,343
11,2012-12-26,378
11,2012-12-27,522
11,2012-12-28,506
11,2012-12-29,627
11,2012-12-30,537
11,2012-12-31,797
11,2013-01-01,441
11,2013-01-02,442
11,2013-01-03,419
11,2013-01-04,422
11,2013-01-05,364
11,2013-01-06,424
11,2013-01-07,423
11,2013-01-08,419
11,2013-01-09,380
11,2013-01-10,441
11,2013-01-11,379
11,2013-01-12,446
11,2013-01-13,403
11,2013-01-14,433
11,2013-01-15,297
11,2013-01-16,394
11,2013-01-17,385
11,2013-01-18,440
11,2013-01-19,335
11,2013-01-20,404
11,2013-01-21,379
11,2013-01-22,314
11,2013-01-23,442
11,2013-01-24,394
11,2013-01-25,399
11,2013-01-26,400
11,2013-01-27,300
11,2013-01-28,387
11,2013-01-29,393
11,2013-01-30,330
11,2013-01-31,352
11,2013-02-01,378
11,2013-02-02,429
11,2013-02-03,491
11,2013-02-04,474
11,2013-02-05,705
11,2013-02-06,394
11,2013-02-07,248
11,2013-02-08,155
11,2013-02-11,191
11,2013-02-12,386
11,2013-02-13,392
11,2013-02-14,408
11,2013-02-15,384
11,2013-02-16,312
11,2013-02-17,263
11,2013-02-18,378
11,2013-02-19,635
11,2013-02-20,782
11,2013-02-21,491
11,2013-02-22,140
11,2013-03-15,263
11,2013-03-16,90
11,2013-03-17,149
11,2013-03-18,60
11,2013-03-19,46
11,2013-03-20,19
11,2013-03-21,61
11,2013-03-22,138
11,2013-03-23,86
11,2013-03-24,58
11,2013-03-25,129
11,2013-03-26,184
11,2013-03-27,168
11,2013-03-28,26
11,2013-03-29,336
11,2013-03-30,297
11,2013-03-31,126
11,2013-04-01,406
11,2013-04-02,375
11,2013-04-03,343
11,2013-04-04,244
11,2013-04-05,321
11,2013-04-06,361
11,2013-04-07,253
11,2013-04-08,271
11,2013-04-09,269
11,2013-04-10,354
11,2013-04-11,371
11,2013-04-12,331
11,2013-04-13,325
11,2013-04-14,281
11,2013-04-15,384
11,2013-04-16,237
11,2013-04-17,403
11,2013-04-18,266
11,2013-04-19,307
11,2013-04-20,261
11,2013-04-21,290
11,2013-04-22,366
11,2013-04-23,277
11,2013-04-24,311
11,2013-04-25,271
11,2013-04-26,276
11,2013-04-27,279
11,2013-04-28,212
11,2013-04-29,209
11,2013-04-30,272
11,2013-05-01,205
11,2013-05-02,137
11,2013-05-03,221
11,2013-05-04,200
11,2013-05-05,247
11,2013-05-06,222
11,2013-05-07,169
11,2013-05-08,207
11,2013-05-09,196
11,2013-05-10,187
11,2013-05-11,187
11,2013-05-12,268
11,2013-05-13,559
11,2013-05-14,173
11,2013-05-15,273
11,2013-05-16,244
11,2013-05-17,229
11,2013-05-18,465
11,2013-05-19,168
11,2013-05-20,666
11,2013-05-21,216
11,2013-05-22,180
11,2013-05-23,183
11,2013-05-24,138
11,2013-05-25,476
11,2013-05-26,137
11,2013-05-27,286
11,2013-05-28,218
11,2013-05-29,555
11,2013-05-30,310
11,2013-05-31,554
11,2013-06-01,151
11,2013-06-02,548
11,2013-06-03,167
11,2013-06-04,514
11,2013-06-05,585
11,2013-06-06,245
11,2013-06-07,198
11,2013-06-08,830
11,2013-06-09,210
11,2013-06-10,551
11,2013-06-11,225
11,2013-06-12,914
11,2013-06-13,404
11,2013-06-14,203
11,2013-06-15,630
11,2013-06-16,395
11,2013-06-17,1235
11,2013-06-18,503
11,2013-06-19,461
11,2013-06-20,1476
11,2013-06-21,369
11,2013-06-22,822
11,2013-06-23,699
11,2013-06-24,952
11,2013-06-25,1537
11,2013-06-26,503
11,2013-06-27,678
11,2013-06-28,1139
11,2013-06-29,329
11,2013-06-30,1038
11,2013-07-01,395
11,2013-07-02,460
11,2013-07-03,704
11,2013-07-04,1809
11,2013-07-05,453
11,2013-07-06,427
11,2013-07-07,286
11,2013-07-08,1279
11,2013-07-09,469
11,2013-07-10,716
11,2013-07-11,1015
11,2013-07-12,1423
11,2013-07-13,367
11,2013-07-14,771
11,2013-07-15,1424
11,2013-07-16,1122
11,2013-07-17,1363
11,2013-07-18,1451
11,2013-07-19,698
11,2013-07-20,824
11,2013-07-21,287
11,2013-07-22,733
11,2013-07-23,977
11,2013-07-24,424
11,2013-07-25,412
11,2013-07-26,963
11,2013-07-27,1064
11,2013-07-28,466
11,2013-07-29,1725
11,2013-07-30,727
11,2013-07-31,475
11,2013-08-01,898
11,2013-08-02,657
11,2013-08-03,1406
11,2013-08-04,388
11,2013-08-05,1109
11,2013-08-06,704
11,2013-08-07,1188
11,2013-08-08,512
11,2013-08-09,692
11,2013-08-10,560
11,2013-08-11,309
11,2013-08-12,525
11,2013-08-13,1362
11,2013-08-14,1423
11,2013-08-15,240
11,2013-08-16,371
11,2013-08-17,329
11,2013-08-18,805
11,2013-08-19,2064
11,2013-08-20,982
11,2013-08-21,516
11,2013-08-22,434
11,2013-08-23,367
11,2013-08-24,324
11,2013-08-25,319
11,2013-08-26,371
11,2013-08-27,376
11,2013-08-28,386
11,2013-08-29,321
11,2013-08-30,828
11,2013-08-31,774
11,2013-09-01,324
11,2013-09-02,1632
11,2013-09-03,286
11,2013-09-04,340
11,2013-09-05,470
11,2013-09-06,440
11,2013-09-07,329
11,2013-09-08,380
11,2013-09-09,354
11,2013-09-10,367
11,2013-09-11,151
11,2013-09-17,178
11,2013-09-18,381
11,2013-09-19,323
11,2013-09-20,319
11,2013-09-21,353
11,2013-09-22,418
11,2013-09-23,798
11,2013-09-24,782
11,2013-09-25,1201
11,2013-09-26,457
11,2013-09-27,606
11,2013-09-28,565
11,2013-09-29,366
11,2013-09-30,426
11,2013-10-01,491
11,2013-10-02,639
11,2013-10-03,131
11,2013-10-13,436
11,2013-10-14,572
11,2013-10-15,689
11,2013-10-16,474
11,2013-10-17,263
11,2013-10-18,506
11,2013-10-19,334
11,2013-10-20,438
11,2013-10-21,292
11,2013-10-22,496
11,2013-10-23,533
11,2013-10-24,600
11,2013-10-25,706
11,2013-10-26,617
11,2013-10-27,574
11,2013-10-28,495
11,2013-10-29,544
11,2013-10-30,827
11,2013-10-31,644
11,2013-11-01,382
11,2013-11-02,463
11,2013-11-03,478
11,2013-11-04,468
11,2013-11-05,563
11,2013-11-06,657
11,2013-11-07,400
11,2013-11-08,608
11,2013-11-09,314
11,2013-11-10,633
11,2013-11-11,399
11,2013-11-12,875
11,2013-11-13,682
11,2013-11-14,634
11,2013-11-15,464
11,2013-11-16,374
11,2013-11-17,594
11,2013-11-18,406
11,2013-11-19,321
11,2013-11-20,341
11,2013-11-21,312
11,2013-11-22,464
11,2013-11-23,416
11,2013-11-24,512
11,2013-11-25,376
11,2013-11-26,623
11,2013-11-27,986
11,2013-11-28,549
11,2013-11-29,710
11,2013-11-30,963
11,2013-12-01,388
11,2013-12-02,557
11,2013-12-03,546
11,2013-12-04,462
11,2013-12-05,887
11,2013-12-06,648
11,2013-12-07,895
11,2013-12-08,800
11,2013-12-09,667
11,2013-12-10,988
11,2013-12-11,554
11,2013-12-12,398
11,2013-12-13,286
11,2013-12-14,351
11,2013-12-15,319
11,2013-12-16,294
11,2013-12-17,312
11,2013-12-18,297
11,2013-12-19,370
11,2013-12-20,356
11,2013-12-21,320
11,2013-12-22,407
11,2013-12-23,402
11,2013-12-24,588
11,2013-12-25,527
11,2013-12-26,298
11,2013-12-27,418
11,2013-12-28,373
11,2013-12-29,342
11,2013-12-30,382
11,2013-12-31,446
11,2014-01-01,300
11,2014-01-02,380
11,2014-01-03,489
11,2014-01-04,585
11,2014-01-05,485
11,2014-01-06,498
11,2014-01-07,414
11,2014-01-08,487
11,2014-01-09,348
11,2014-01-10,409
11,2014-01-11,473
11,2014-01-12,373
11,2014-01-13,344
11,2014-01-14,250
11,2014-01-15,312
11,2014-01-16,331
11,2014-01-17,343
11,2014-01-18,197
11,2014-01-19,390
11,2014-01-20,464
11,2014-01-21,335
11,2014-01-22,491
11,2014-01-23,495
11,2014-01-24,188
11,2014-01-25,202
11,2014-01-26,171
11,2014-01-27,303
11,2014-01-28,176
11,2014-01-29,239
11,2014-01-30,212
11,2014-01-31,197
11,2014-02-01,201
11,2014-02-02,263
11,2014-02-03,181
11,2014-02-04,157
11,2014-02-05,166
11,2014-02-06,341
11,2014-02-07,217
11,2014-02-08,152
11,2014-02-09,214
11,2014-02-10,316
11,2014-02-11,261
11,2014-02-12,245
11,2014-02-13,194
11,2014-02-14,245
11,2014-02-15,278
11,2014-02-16,265
11,2014-02-17,322
11,2014-02-18,338
11,2014-02-19,341
11,2014-02-20,282
11,2014-02-21,324
11,2014-02-22,288
11,2014-02-23,216
11,2014-02-24,258
11,2014-02-25,251
11,2014-02-26,279
11,2014-02-27,212
11,2014-02-28,233
11,2014-03-01,234
11,2014-03-02,174
11,2014-03-03,205
11,2014-03-04,241
11,2014-03-05,236
11,2014-03-06,198
11,2014-03-07,235
11,2014-03-08,229
11,2014-03-09,304
11,2014-03-10,446
11,2014-03-11,321
11,2014-03-12,227
11,2014-03-13,227
11,2014-03-14,213
11,2014-03-15,267
11,2014-03-16,228
11,2014-03-17,273
11,2014-03-18,309
11,2014-03-19,252
11,2014-03-20,262
11,2014-03-21,585
11,2014-03-22,237
11,2014-03-23,250
11,2014-03-24,241
11,2014-03-25,227
11,2014-03-26,189
11,2014-03-27,216
11,2014-03-28,191
11,2014-03-29,192
11,2014-03-30,179
11,2014-03-31,562
11,2014-04-01,192
11,2014-04-02,191
11,2014-04-03,184
11,2014-04-04,170
11,2014-04-05,174
11,2014-04-06,168
11,2014-04-07,180
11,2014-04-08,177
11,2014-04-09,188
11,2014-04-10,201
11,2014-04-11,165
11,2014-04-12,196
11,2014-04-13,145
11,2014-04-14,157
11,2014-04-15,140
11,2014-04-16,97
11,2014-04-17,97
11,2014-04-18,67
11,2014-04-19,36
11,2014-04-20,43
11,2014-04-21,39
11,2014-04-22,32
11,2014-04-23,19
11,2014-04-24,18
11,2014-04-25,27
11,2014-04-26,20
11,2014-04-27,8
11,2014-04-28,18
11,2014-04-29,18
11,2014-04-30,10
11,2014-05-01,19
11,2014-05-02,15
11,2014-05-03,13
11,2014-05-04,11
11,2014-05-05,6
11,2014-05-06,6
11,2014-05-07,66
11,2014-05-08,93
11,2014-05-09,99
11,2014-05-10,122
11,2014-05-11,103
11,2014-05-12,90
11,2014-05-13,112
11,2014-05-14,41
11,2014-05-15,51
11,2014-05-16,12
11,2014-05-17,6
11,2014-05-18,2
11,2014-05-19,4
11,2014-05-20,14
11,2014-05-21,226
11,2014-05-22,228
11,2014-05-23,63
11,2014-05-24,2
11,2014-05-25,8
11,2014-05-26,39
11,2014-05-27,7
11,2014-05-28,12
11,2014-05-29,16
11,2014-05-30,58
11,2014-05-31,4
11,2014-06-01,5
11,2014-06-02,28
11,2014-06-03,23
11,2014-06-04,32
